dataset,algorithm,platformId,runId,MemTotal,MemFree,node,time,phase
DGS,DT-maxDepth-15-maxBins-32,1,1,65451544,3578868,2,04/20/21 12 2021 16:12:44. 912,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451544,3448316,2,04/20/21 12 2021 16:12:45. 960,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451520,52879060,2,04/20/21 12 2021 16:12:41. 908,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451520,52878860,2,04/20/21 12 2021 16:12:42. 933,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451520,52878428,2,04/20/21 12 2021 16:12:43. 959,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451520,52878508,2,04/20/21 12 2021 16:12:44. 984,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451488,52926004,2,04/20/21 12 2021 16:12:41. 129,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451488,52925376,2,04/20/21 12 2021 16:12:42. 156,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451488,52926452,2,04/20/21 12 2021 16:12:43. 182,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451488,52925764,2,04/20/21 12 2021 16:12:44. 209,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451488,52925448,2,04/20/21 12 2021 16:12:45. 235,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451544,4201696,3,04/20/21 12 2021 16:12:41. 845,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451544,4193668,3,04/20/21 12 2021 16:12:42. 862,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451544,3899164,3,04/20/21 12 2021 16:12:43. 885,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451544,3578868,3,04/20/21 12 2021 16:12:44. 912,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451544,3448316,3,04/20/21 12 2021 16:12:45. 960,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451520,52879060,3,04/20/21 12 2021 16:12:41. 908,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451520,52878860,3,04/20/21 12 2021 16:12:42. 933,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451520,52878428,3,04/20/21 12 2021 16:12:43. 959,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451520,52878508,3,04/20/21 12 2021 16:12:44. 984,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451488,52926004,3,04/20/21 12 2021 16:12:41. 129,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451488,52925376,3,04/20/21 12 2021 16:12:42. 156,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451488,52926452,3,04/20/21 12 2021 16:12:43. 182,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451488,52925764,3,04/20/21 12 2021 16:12:44. 209,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451488,52925448,3,04/20/21 12 2021 16:12:45. 235,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451444,50936860,3,04/20/21 12 2021 16:12:41. 993,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451444,50622380,3,04/20/21 12 2021 16:12:43. 028,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451444,50579996,3,04/20/21 12 2021 16:12:44. 040,train
DGS,DT-maxDepth-15-maxBins-32,1,1,65451444,50138764,3,04/20/21 12 2021 16:12:45. 053,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,4063488,0,04/20/21 13 2021 16:13:09. 362,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,4050368,0,04/20/21 13 2021 16:13:10. 387,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,3631888,0,04/20/21 13 2021 16:13:11. 400,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,3120488,0,04/20/21 13 2021 16:13:12. 415,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,4063488,1,04/20/21 13 2021 16:13:09. 362,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,4050368,1,04/20/21 13 2021 16:13:10. 387,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,3631888,1,04/20/21 13 2021 16:13:11. 400,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,3120488,1,04/20/21 13 2021 16:13:12. 415,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451520,52877512,1,04/20/21 13 2021 16:13:09. 589,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451520,52878332,1,04/20/21 13 2021 16:13:10. 614,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451520,52877716,1,04/20/21 13 2021 16:13:11. 639,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451520,52877512,1,04/20/21 13 2021 16:13:12. 664,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,4063488,2,04/20/21 13 2021 16:13:09. 362,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,4050368,2,04/20/21 13 2021 16:13:10. 387,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,3631888,2,04/20/21 13 2021 16:13:11. 400,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,3120488,2,04/20/21 13 2021 16:13:12. 415,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451520,52877512,2,04/20/21 13 2021 16:13:09. 589,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451520,52878332,2,04/20/21 13 2021 16:13:10. 614,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451520,52877716,2,04/20/21 13 2021 16:13:11. 639,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451520,52877512,2,04/20/21 13 2021 16:13:12. 664,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451488,52926036,2,04/20/21 13 2021 16:13:09. 871,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451488,52926976,2,04/20/21 13 2021 16:13:10. 898,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451488,52927212,2,04/20/21 13 2021 16:13:11. 924,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451488,52925840,2,04/20/21 13 2021 16:13:12. 950,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,4063488,3,04/20/21 13 2021 16:13:09. 362,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,4050368,3,04/20/21 13 2021 16:13:10. 387,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,3631888,3,04/20/21 13 2021 16:13:11. 400,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451544,3120488,3,04/20/21 13 2021 16:13:12. 415,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451520,52877512,3,04/20/21 13 2021 16:13:09. 589,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451520,52878332,3,04/20/21 13 2021 16:13:10. 614,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451520,52877716,3,04/20/21 13 2021 16:13:11. 639,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451520,52877512,3,04/20/21 13 2021 16:13:12. 664,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451488,52926036,3,04/20/21 13 2021 16:13:09. 871,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451488,52926976,3,04/20/21 13 2021 16:13:10. 898,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451488,52927212,3,04/20/21 13 2021 16:13:11. 924,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451488,52925840,3,04/20/21 13 2021 16:13:12. 950,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451444,50866904,3,04/20/21 13 2021 16:13:09. 746,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451444,50587036,3,04/20/21 13 2021 16:13:10. 762,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451444,50585004,3,04/20/21 13 2021 16:13:11. 789,train
DGS,DT-maxDepth-15-maxBins-32,1,2,65451444,50132944,3,04/20/21 13 2021 16:13:12. 812,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,4405464,0,04/20/21 13 2021 16:13:36. 891,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,4118948,0,04/20/21 13 2021 16:13:37. 904,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,3968508,0,04/20/21 13 2021 16:13:38. 918,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,3874796,0,04/20/21 13 2021 16:13:39. 969,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,3433848,0,04/20/21 13 2021 16:13:40. 983,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,4405464,1,04/20/21 13 2021 16:13:36. 891,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,4118948,1,04/20/21 13 2021 16:13:37. 904,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,3968508,1,04/20/21 13 2021 16:13:38. 918,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,3874796,1,04/20/21 13 2021 16:13:39. 969,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,3433848,1,04/20/21 13 2021 16:13:40. 983,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51878692,1,04/20/21 13 2021 16:13:36. 165,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51885088,1,04/20/21 13 2021 16:13:37. 178,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51872100,1,04/20/21 13 2021 16:13:38. 197,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51871412,1,04/20/21 13 2021 16:13:39. 210,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51767420,1,04/20/21 13 2021 16:13:40. 225,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,4405464,2,04/20/21 13 2021 16:13:36. 891,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,4118948,2,04/20/21 13 2021 16:13:37. 904,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,3968508,2,04/20/21 13 2021 16:13:38. 918,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,3874796,2,04/20/21 13 2021 16:13:39. 969,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,3433848,2,04/20/21 13 2021 16:13:40. 983,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51878692,2,04/20/21 13 2021 16:13:36. 165,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51885088,2,04/20/21 13 2021 16:13:37. 178,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51872100,2,04/20/21 13 2021 16:13:38. 197,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51871412,2,04/20/21 13 2021 16:13:39. 210,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51767420,2,04/20/21 13 2021 16:13:40. 225,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451488,52059676,2,04/20/21 13 2021 16:13:36. 514,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451488,52026680,2,04/20/21 13 2021 16:13:37. 531,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451488,51672520,2,04/20/21 13 2021 16:13:38. 560,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451488,51671332,2,04/20/21 13 2021 16:13:39. 585,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451488,51563284,2,04/20/21 13 2021 16:13:40. 601,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,4405464,3,04/20/21 13 2021 16:13:36. 891,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,4118948,3,04/20/21 13 2021 16:13:37. 904,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,3968508,3,04/20/21 13 2021 16:13:38. 918,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,3874796,3,04/20/21 13 2021 16:13:39. 969,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451544,3433848,3,04/20/21 13 2021 16:13:40. 983,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51878692,3,04/20/21 13 2021 16:13:36. 165,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51885088,3,04/20/21 13 2021 16:13:37. 178,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51872100,3,04/20/21 13 2021 16:13:38. 197,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51871412,3,04/20/21 13 2021 16:13:39. 210,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451520,51767420,3,04/20/21 13 2021 16:13:40. 225,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451488,52059676,3,04/20/21 13 2021 16:13:36. 514,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451488,52026680,3,04/20/21 13 2021 16:13:37. 531,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451488,51672520,3,04/20/21 13 2021 16:13:38. 560,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451488,51671332,3,04/20/21 13 2021 16:13:39. 585,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451488,51563284,3,04/20/21 13 2021 16:13:40. 601,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451444,50987896,3,04/20/21 13 2021 16:13:36. 444,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451444,50760856,3,04/20/21 13 2021 16:13:37. 467,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451444,50760532,3,04/20/21 13 2021 16:13:38. 504,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451444,50570952,3,04/20/21 13 2021 16:13:39. 532,train
DGS,DT-maxDepth-15-maxBins-32,2,0,65451444,50564732,3,04/20/21 13 2021 16:13:40. 548,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,4410392,0,04/20/21 14 2021 16:14:02. 381,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,4060616,0,04/20/21 14 2021 16:14:03. 394,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,3927840,0,04/20/21 14 2021 16:14:04. 412,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,3921204,0,04/20/21 14 2021 16:14:05. 428,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,3812116,0,04/20/21 14 2021 16:14:06. 494,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,4410392,1,04/20/21 14 2021 16:14:02. 381,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,4060616,1,04/20/21 14 2021 16:14:03. 394,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,3927840,1,04/20/21 14 2021 16:14:04. 412,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,3921204,1,04/20/21 14 2021 16:14:05. 428,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,3812116,1,04/20/21 14 2021 16:14:06. 494,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,52009212,1,04/20/21 14 2021 16:14:02. 683,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,51957300,1,04/20/21 14 2021 16:14:03. 704,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,51955908,1,04/20/21 14 2021 16:14:04. 724,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,51954188,1,04/20/21 14 2021 16:14:05. 751,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,51924112,1,04/20/21 14 2021 16:14:06. 772,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,4410392,2,04/20/21 14 2021 16:14:02. 381,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,4060616,2,04/20/21 14 2021 16:14:03. 394,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,3927840,2,04/20/21 14 2021 16:14:04. 412,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,3921204,2,04/20/21 14 2021 16:14:05. 428,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,3812116,2,04/20/21 14 2021 16:14:06. 494,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,52009212,2,04/20/21 14 2021 16:14:02. 683,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,51957300,2,04/20/21 14 2021 16:14:03. 704,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,51955908,2,04/20/21 14 2021 16:14:04. 724,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,51954188,2,04/20/21 14 2021 16:14:05. 751,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,51924112,2,04/20/21 14 2021 16:14:06. 772,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451488,52159628,2,04/20/21 14 2021 16:14:02. 029,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451488,52060756,2,04/20/21 14 2021 16:14:03. 054,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451488,51999348,2,04/20/21 14 2021 16:14:04. 067,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451488,51972636,2,04/20/21 14 2021 16:14:05. 079,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451488,51910848,2,04/20/21 14 2021 16:14:06. 094,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,4410392,3,04/20/21 14 2021 16:14:02. 381,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,4060616,3,04/20/21 14 2021 16:14:03. 394,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,3927840,3,04/20/21 14 2021 16:14:04. 412,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,3921204,3,04/20/21 14 2021 16:14:05. 428,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451544,3812116,3,04/20/21 14 2021 16:14:06. 494,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,52009212,3,04/20/21 14 2021 16:14:02. 683,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,51957300,3,04/20/21 14 2021 16:14:03. 704,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,51955908,3,04/20/21 14 2021 16:14:04. 724,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,51954188,3,04/20/21 14 2021 16:14:05. 751,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451520,51924112,3,04/20/21 14 2021 16:14:06. 772,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451488,52159628,3,04/20/21 14 2021 16:14:02. 029,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451488,52060756,3,04/20/21 14 2021 16:14:03. 054,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451488,51999348,3,04/20/21 14 2021 16:14:04. 067,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451488,51972636,3,04/20/21 14 2021 16:14:05. 079,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451488,51910848,3,04/20/21 14 2021 16:14:06. 094,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451444,51039488,3,04/20/21 14 2021 16:14:02. 211,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451444,50920772,3,04/20/21 14 2021 16:14:03. 242,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451444,50595760,3,04/20/21 14 2021 16:14:04. 256,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451444,50592504,3,04/20/21 14 2021 16:14:05. 288,train
DGS,DT-maxDepth-15-maxBins-32,2,1,65451444,50587796,3,04/20/21 14 2021 16:14:06. 334,train
DGS,DT-maxDepth-15-maxBins-32,2,2,65451544,4407140,0,04/20/21 14 2021 16:14:29. 971,train
DGS,DT-maxDepth-15-maxBins-32,2,2,65451544,4245176,0,04/20/21 14 2021 16:14:30. 993,train
DGS,DT-maxDepth-15-maxBins-32,2,2,65451544,3913224,0,04/20/21 14 2021 16:14:32. 011,train
DGS,DT-maxDepth-15-maxBins-32,2,2,65451544,3818060,0,04/20/21 14 2021 16:14:33. 034,train
