dataset,algorithm,platformId,runId,CpuUsage,node,time,phase
DGS,KM-tol-0.0001-maxIter-10,1,0,0.0024449877750610804,2,04/20/21 31 2021 23:31:52. 037,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.004866180048661794,2,04/20/21 31 2021 23:31:53. 063,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.004866180048661794,2,04/20/21 31 2021 23:31:54. 089,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.4951690821256039,3,04/20/21 31 2021 23:31:51. 948,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.5811138014527846,3,04/20/21 31 2021 23:31:52. 979,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.3146341463414634,3,04/20/21 31 2021 23:31:54. 023,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.004878048780487809,3,04/20/21 31 2021 23:31:51. 300,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.004878048780487809,3,04/20/21 31 2021 23:31:52. 325,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.004878048780487809,3,04/20/21 31 2021 23:31:53. 350,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.004866180048661794,3,04/20/21 31 2021 23:31:54. 375,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.009685230024213063,3,04/20/21 31 2021 23:31:51. 010,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.0024449877750610804,3,04/20/21 31 2021 23:31:52. 037,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.004866180048661794,3,04/20/21 31 2021 23:31:53. 063,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.004866180048661794,3,04/20/21 31 2021 23:31:54. 089,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.2733990147783252,3,04/20/21 31 2021 23:31:51. 139,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.14878048780487807,3,04/20/21 31 2021 23:31:52. 152,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.19806763285024162,3,04/20/21 31 2021 23:31:53. 168,train
DGS,KM-tol-0.0001-maxIter-10,1,0,0.29828850855745725,3,04/20/21 31 2021 23:31:54. 184,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.35835351089588363,0,04/20/21 32 2021 23:32:13. 379,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.445273631840796,0,04/20/21 32 2021 23:32:14. 394,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.6435643564356436,0,04/20/21 32 2021 23:32:15. 420,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.5409429280397022,0,04/20/21 32 2021 23:32:16. 435,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.35835351089588363,1,04/20/21 32 2021 23:32:13. 379,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.445273631840796,1,04/20/21 32 2021 23:32:14. 394,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.6435643564356436,1,04/20/21 32 2021 23:32:15. 420,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.5409429280397022,1,04/20/21 32 2021 23:32:16. 435,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.007299270072992692,1,04/20/21 32 2021 23:32:13. 853,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.004866180048661794,1,04/20/21 32 2021 23:32:14. 879,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.004878048780487809,1,04/20/21 32 2021 23:32:15. 904,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.0024449877750610804,1,04/20/21 32 2021 23:32:16. 929,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.35835351089588363,2,04/20/21 32 2021 23:32:13. 379,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.445273631840796,2,04/20/21 32 2021 23:32:14. 394,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.6435643564356436,2,04/20/21 32 2021 23:32:15. 420,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.5409429280397022,2,04/20/21 32 2021 23:32:16. 435,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.007299270072992692,2,04/20/21 32 2021 23:32:13. 853,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.004866180048661794,2,04/20/21 32 2021 23:32:14. 879,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.004878048780487809,2,04/20/21 32 2021 23:32:15. 904,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.0024449877750610804,2,04/20/21 32 2021 23:32:16. 929,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.004866180048661794,2,04/20/21 32 2021 23:32:13. 593,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.007299270072992692,2,04/20/21 32 2021 23:32:14. 619,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.007281553398058249,2,04/20/21 32 2021 23:32:15. 646,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.0024449877750610804,2,04/20/21 32 2021 23:32:16. 672,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.35835351089588363,3,04/20/21 32 2021 23:32:13. 379,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.445273631840796,3,04/20/21 32 2021 23:32:14. 394,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.6435643564356436,3,04/20/21 32 2021 23:32:15. 420,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.5409429280397022,3,04/20/21 32 2021 23:32:16. 435,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.007299270072992692,3,04/20/21 32 2021 23:32:13. 853,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.004866180048661794,3,04/20/21 32 2021 23:32:14. 879,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.004878048780487809,3,04/20/21 32 2021 23:32:15. 904,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.0024449877750610804,3,04/20/21 32 2021 23:32:16. 929,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.004866180048661794,3,04/20/21 32 2021 23:32:13. 593,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.007299270072992692,3,04/20/21 32 2021 23:32:14. 619,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.007281553398058249,3,04/20/21 32 2021 23:32:15. 646,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.0024449877750610804,3,04/20/21 32 2021 23:32:16. 672,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.2905569007263923,3,04/20/21 32 2021 23:32:13. 743,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.23095823095823106,3,04/20/21 32 2021 23:32:14. 759,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.22276029055690072,3,04/20/21 32 2021 23:32:15. 772,train
DGS,KM-tol-0.0001-maxIter-10,1,1,0.2677725118483413,3,04/20/21 32 2021 23:32:16. 793,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.28365384615384603,0,04/20/21 32 2021 23:32:35. 749,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.6987951807228916,0,04/20/21 32 2021 23:32:36. 798,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.4449877750611248,0,04/20/21 32 2021 23:32:37. 814,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.6470588235294117,0,04/20/21 32 2021 23:32:38. 832,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.28365384615384603,1,04/20/21 32 2021 23:32:35. 749,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.6987951807228916,1,04/20/21 32 2021 23:32:36. 798,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.4449877750611248,1,04/20/21 32 2021 23:32:37. 814,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.6470588235294117,1,04/20/21 32 2021 23:32:38. 832,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.004866180048661794,1,04/20/21 32 2021 23:32:35. 384,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.0024449877750610804,1,04/20/21 32 2021 23:32:36. 409,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.007299270072992692,1,04/20/21 32 2021 23:32:37. 434,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.009685230024213063,1,04/20/21 32 2021 23:32:38. 459,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.28365384615384603,2,04/20/21 32 2021 23:32:35. 749,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.6987951807228916,2,04/20/21 32 2021 23:32:36. 798,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.4449877750611248,2,04/20/21 32 2021 23:32:37. 814,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.6470588235294117,2,04/20/21 32 2021 23:32:38. 832,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.004866180048661794,2,04/20/21 32 2021 23:32:35. 384,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.0024449877750610804,2,04/20/21 32 2021 23:32:36. 409,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.007299270072992692,2,04/20/21 32 2021 23:32:37. 434,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.009685230024213063,2,04/20/21 32 2021 23:32:38. 459,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.004866180048661794,2,04/20/21 32 2021 23:32:35. 148,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.004866180048661794,2,04/20/21 32 2021 23:32:36. 174,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.007281553398058249,2,04/20/21 32 2021 23:32:37. 201,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.007299270072992692,2,04/20/21 32 2021 23:32:38. 228,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.28365384615384603,3,04/20/21 32 2021 23:32:35. 749,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.6987951807228916,3,04/20/21 32 2021 23:32:36. 798,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.4449877750611248,3,04/20/21 32 2021 23:32:37. 814,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.6470588235294117,3,04/20/21 32 2021 23:32:38. 832,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.004866180048661794,3,04/20/21 32 2021 23:32:35. 384,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.0024449877750610804,3,04/20/21 32 2021 23:32:36. 409,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.007299270072992692,3,04/20/21 32 2021 23:32:37. 434,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.009685230024213063,3,04/20/21 32 2021 23:32:38. 459,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.004866180048661794,3,04/20/21 32 2021 23:32:35. 148,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.004866180048661794,3,04/20/21 32 2021 23:32:36. 174,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.007281553398058249,3,04/20/21 32 2021 23:32:37. 201,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.007299270072992692,3,04/20/21 32 2021 23:32:38. 228,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.3019323671497585,3,04/20/21 32 2021 23:32:35. 387,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.33252427184466016,3,04/20/21 32 2021 23:32:36. 406,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.12740384615384615,3,04/20/21 32 2021 23:32:37. 428,train
DGS,KM-tol-0.0001-maxIter-10,1,2,0.3067632850241547,3,04/20/21 32 2021 23:32:38. 448,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.5072115384615387,0,04/20/21 32 2021 23:32:57. 218,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.49033816425120785,0,04/20/21 32 2021 23:32:58. 244,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.3932853717026378,0,04/20/21 32 2021 23:32:59. 260,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.5072115384615387,1,04/20/21 32 2021 23:32:57. 218,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.49033816425120785,1,04/20/21 32 2021 23:32:58. 244,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.3932853717026378,1,04/20/21 32 2021 23:32:59. 260,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.3058252427184465,1,04/20/21 32 2021 23:32:57. 890,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.26794258373205726,1,04/20/21 32 2021 23:32:58. 912,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.2888888888888889,1,04/20/21 32 2021 23:32:59. 926,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.5072115384615387,2,04/20/21 32 2021 23:32:57. 218,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.49033816425120785,2,04/20/21 32 2021 23:32:58. 244,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.3932853717026378,2,04/20/21 32 2021 23:32:59. 260,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.3058252427184465,2,04/20/21 32 2021 23:32:57. 890,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.26794258373205726,2,04/20/21 32 2021 23:32:58. 912,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.2888888888888889,2,04/20/21 32 2021 23:32:59. 926,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.3221153846153846,2,04/20/21 32 2021 23:32:57. 666,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.196078431372549,2,04/20/21 32 2021 23:32:58. 678,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.31400966183574874,2,04/20/21 32 2021 23:32:59. 698,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.5072115384615387,3,04/20/21 32 2021 23:32:57. 218,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.49033816425120785,3,04/20/21 32 2021 23:32:58. 244,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.3932853717026378,3,04/20/21 32 2021 23:32:59. 260,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.3058252427184465,3,04/20/21 32 2021 23:32:57. 890,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.26794258373205726,3,04/20/21 32 2021 23:32:58. 912,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.2888888888888889,3,04/20/21 32 2021 23:32:59. 926,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.3221153846153846,3,04/20/21 32 2021 23:32:57. 666,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.196078431372549,3,04/20/21 32 2021 23:32:58. 678,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.31400966183574874,3,04/20/21 32 2021 23:32:59. 698,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.046341463414634194,3,04/20/21 32 2021 23:32:57. 069,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.21897810218978095,3,04/20/21 32 2021 23:32:58. 091,train
DGS,KM-tol-0.0001-maxIter-10,2,0,0.27358490566037735,3,04/20/21 32 2021 23:32:59. 109,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.5160493827160494,0,04/20/21 33 2021 23:33:19. 663,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.43309002433090027,0,04/20/21 33 2021 23:33:20. 681,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.7985781990521328,0,04/20/21 33 2021 23:33:21. 722,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.5160493827160494,1,04/20/21 33 2021 23:33:19. 663,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.43309002433090027,1,04/20/21 33 2021 23:33:20. 681,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.7985781990521328,1,04/20/21 33 2021 23:33:21. 722,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.32853717026378887,1,04/20/21 33 2021 23:33:19. 342,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.26241134751773054,1,04/20/21 33 2021 23:33:20. 369,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.3771289537712895,1,04/20/21 33 2021 23:33:21. 385,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.5160493827160494,2,04/20/21 33 2021 23:33:19. 663,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.43309002433090027,2,04/20/21 33 2021 23:33:20. 681,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.7985781990521328,2,04/20/21 33 2021 23:33:21. 722,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.32853717026378887,2,04/20/21 33 2021 23:33:19. 342,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.26241134751773054,2,04/20/21 33 2021 23:33:20. 369,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.3771289537712895,2,04/20/21 33 2021 23:33:21. 385,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.3131067961165048,2,04/20/21 33 2021 23:33:19. 114,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.17530864197530857,2,04/20/21 33 2021 23:33:20. 130,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.35467980295566504,2,04/20/21 33 2021 23:33:21. 147,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.5160493827160494,3,04/20/21 33 2021 23:33:19. 663,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.43309002433090027,3,04/20/21 33 2021 23:33:20. 681,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.7985781990521328,3,04/20/21 33 2021 23:33:21. 722,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.32853717026378887,3,04/20/21 33 2021 23:33:19. 342,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.26241134751773054,3,04/20/21 33 2021 23:33:20. 369,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.3771289537712895,3,04/20/21 33 2021 23:33:21. 385,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.3131067961165048,3,04/20/21 33 2021 23:33:19. 114,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.17530864197530857,3,04/20/21 33 2021 23:33:20. 130,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.35467980295566504,3,04/20/21 33 2021 23:33:21. 147,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.22641509433962262,3,04/20/21 33 2021 23:33:19. 754,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.08557457212713938,3,04/20/21 33 2021 23:33:20. 784,train
DGS,KM-tol-0.0001-maxIter-10,2,1,0.4787735849056603,3,04/20/21 33 2021 23:33:21. 799,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.38141809290953543,0,04/20/21 33 2021 23:33:40. 045,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.4976415094339622,0,04/20/21 33 2021 23:33:41. 078,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.4567307692307693,0,04/20/21 33 2021 23:33:42. 122,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.38141809290953543,1,04/20/21 33 2021 23:33:40. 045,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.4976415094339622,1,04/20/21 33 2021 23:33:41. 078,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.4567307692307693,1,04/20/21 33 2021 23:33:42. 122,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.23728813559322037,1,04/20/21 33 2021 23:33:40. 814,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.1493975903614457,1,04/20/21 33 2021 23:33:41. 841,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.16995073891625614,1,04/20/21 33 2021 23:33:42. 859,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.38141809290953543,2,04/20/21 33 2021 23:33:40. 045,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.4976415094339622,2,04/20/21 33 2021 23:33:41. 078,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.4567307692307693,2,04/20/21 33 2021 23:33:42. 122,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.23728813559322037,2,04/20/21 33 2021 23:33:40. 814,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.1493975903614457,2,04/20/21 33 2021 23:33:41. 841,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.16995073891625614,2,04/20/21 33 2021 23:33:42. 859,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.36496350364963503,2,04/20/21 33 2021 23:33:40. 574,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.2154963680387409,2,04/20/21 33 2021 23:33:41. 598,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.18978102189781018,2,04/20/21 33 2021 23:33:42. 625,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.38141809290953543,3,04/20/21 33 2021 23:33:40. 045,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.4976415094339622,3,04/20/21 33 2021 23:33:41. 078,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.4567307692307693,3,04/20/21 33 2021 23:33:42. 122,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.23728813559322037,3,04/20/21 33 2021 23:33:40. 814,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.1493975903614457,3,04/20/21 33 2021 23:33:41. 841,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.16995073891625614,3,04/20/21 33 2021 23:33:42. 859,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.36496350364963503,3,04/20/21 33 2021 23:33:40. 574,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.2154963680387409,3,04/20/21 33 2021 23:33:41. 598,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.18978102189781018,3,04/20/21 33 2021 23:33:42. 625,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.2663438256658595,3,04/20/21 33 2021 23:33:40. 396,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.25242718446601936,3,04/20/21 33 2021 23:33:41. 414,train
DGS,KM-tol-0.0001-maxIter-10,2,2,0.22222222222222215,3,04/20/21 33 2021 23:33:42. 454,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.5219512195121951,0,04/20/21 34 2021 23:34:03. 639,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.8200934579439252,0,04/20/21 34 2021 23:34:04. 701,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.4630071599045346,0,04/20/21 34 2021 23:34:05. 722,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.5219512195121951,1,04/20/21 34 2021 23:34:03. 639,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.8200934579439252,1,04/20/21 34 2021 23:34:04. 701,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.4630071599045346,1,04/20/21 34 2021 23:34:05. 722,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.09336609336609338,1,04/20/21 34 2021 23:34:03. 283,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.2458233890214797,1,04/20/21 34 2021 23:34:04. 304,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.1585365853658537,1,04/20/21 34 2021 23:34:05. 318,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.5219512195121951,2,04/20/21 34 2021 23:34:03. 639,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.8200934579439252,2,04/20/21 34 2021 23:34:04. 701,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.4630071599045346,2,04/20/21 34 2021 23:34:05. 722,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.09336609336609338,2,04/20/21 34 2021 23:34:03. 283,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.2458233890214797,2,04/20/21 34 2021 23:34:04. 304,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.1585365853658537,2,04/20/21 34 2021 23:34:05. 318,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.30975609756097566,2,04/20/21 34 2021 23:34:03. 094,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.18990384615384615,2,04/20/21 34 2021 23:34:04. 112,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.10243902439024387,2,04/20/21 34 2021 23:34:05. 135,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.5219512195121951,3,04/20/21 34 2021 23:34:03. 639,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.8200934579439252,3,04/20/21 34 2021 23:34:04. 701,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.4630071599045346,3,04/20/21 34 2021 23:34:05. 722,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.09336609336609338,3,04/20/21 34 2021 23:34:03. 283,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.2458233890214797,3,04/20/21 34 2021 23:34:04. 304,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.1585365853658537,3,04/20/21 34 2021 23:34:05. 318,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.30975609756097566,3,04/20/21 34 2021 23:34:03. 094,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.18990384615384615,3,04/20/21 34 2021 23:34:04. 112,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.10243902439024387,3,04/20/21 34 2021 23:34:05. 135,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.17632850241545894,3,04/20/21 34 2021 23:34:03. 172,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.23671497584541068,3,04/20/21 34 2021 23:34:04. 206,train
DGS,KM-tol-0.0001-maxIter-10,3,0,0.09134615384615383,3,04/20/21 34 2021 23:34:05. 241,train
