dataset,algorithm,platformId,runId,NetIn,NetOut,node,time,phase
DGS,KM-tol-0.0001-maxIter-10,1,2,198888572073395,355933459791442,1,04/20/21 32 2021 23:32:35. 757,train
DGS,KM-tol-0.0001-maxIter-10,1,2,198888572926466,355933460967951,1,04/20/21 32 2021 23:32:36. 803,train
DGS,KM-tol-0.0001-maxIter-10,1,2,198888580345737,355933476689101,1,04/20/21 32 2021 23:32:37. 817,train
DGS,KM-tol-0.0001-maxIter-10,1,2,198888582540936,355933484007766,1,04/20/21 32 2021 23:32:38. 835,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1995223848480,82085872479,1,04/20/21 32 2021 23:32:35. 902,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1995223848721,82085874560,1,04/20/21 32 2021 23:32:36. 927,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1995223848816,82085874850,1,04/20/21 32 2021 23:32:37. 952,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1995223848911,82085875140,1,04/20/21 32 2021 23:32:38. 978,train
DGS,KM-tol-0.0001-maxIter-10,1,2,198888572073395,355933459791442,2,04/20/21 32 2021 23:32:35. 757,train
DGS,KM-tol-0.0001-maxIter-10,1,2,198888572926466,355933460967951,2,04/20/21 32 2021 23:32:36. 803,train
DGS,KM-tol-0.0001-maxIter-10,1,2,198888580345737,355933476689101,2,04/20/21 32 2021 23:32:37. 817,train
DGS,KM-tol-0.0001-maxIter-10,1,2,198888582540936,355933484007766,2,04/20/21 32 2021 23:32:38. 835,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1995223848480,82085872479,2,04/20/21 32 2021 23:32:35. 902,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1995223848721,82085874560,2,04/20/21 32 2021 23:32:36. 927,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1995223848816,82085874850,2,04/20/21 32 2021 23:32:37. 952,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1995223848911,82085875140,2,04/20/21 32 2021 23:32:38. 978,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1991572821015,85687654204,2,04/20/21 32 2021 23:32:35. 667,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1991572821162,85687655780,2,04/20/21 32 2021 23:32:36. 694,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1991572821351,85687656578,2,04/20/21 32 2021 23:32:37. 720,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1991572821446,85687656869,2,04/20/21 32 2021 23:32:38. 747,train
DGS,KM-tol-0.0001-maxIter-10,1,2,198888572073395,355933459791442,3,04/20/21 32 2021 23:32:35. 757,train
DGS,KM-tol-0.0001-maxIter-10,1,2,198888572926466,355933460967951,3,04/20/21 32 2021 23:32:36. 803,train
DGS,KM-tol-0.0001-maxIter-10,1,2,198888580345737,355933476689101,3,04/20/21 32 2021 23:32:37. 817,train
DGS,KM-tol-0.0001-maxIter-10,1,2,198888582540936,355933484007766,3,04/20/21 32 2021 23:32:38. 835,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1995223848480,82085872479,3,04/20/21 32 2021 23:32:35. 902,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1995223848721,82085874560,3,04/20/21 32 2021 23:32:36. 927,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1995223848816,82085874850,3,04/20/21 32 2021 23:32:37. 952,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1995223848911,82085875140,3,04/20/21 32 2021 23:32:38. 978,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1991572821015,85687654204,3,04/20/21 32 2021 23:32:35. 667,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1991572821162,85687655780,3,04/20/21 32 2021 23:32:36. 694,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1991572821351,85687656578,3,04/20/21 32 2021 23:32:37. 720,train
DGS,KM-tol-0.0001-maxIter-10,1,2,1991572821446,85687656869,3,04/20/21 32 2021 23:32:38. 747,train
DGS,KM-tol-0.0001-maxIter-10,1,2,2070342877782,94573855828,3,04/20/21 32 2021 23:32:35. 900,train
DGS,KM-tol-0.0001-maxIter-10,1,2,2070343439500,94574053064,3,04/20/21 32 2021 23:32:36. 918,train
DGS,KM-tol-0.0001-maxIter-10,1,2,2070356688169,94574188957,3,04/20/21 32 2021 23:32:37. 945,train
DGS,KM-tol-0.0001-maxIter-10,1,2,2070357754716,94574894032,3,04/20/21 32 2021 23:32:38. 971,train
DGS,KM-tol-0.0001-maxIter-10,2,0,198888665778351,355933738993226,0,04/20/21 32 2021 23:32:57. 222,train
DGS,KM-tol-0.0001-maxIter-10,2,0,198888666469177,355933757554039,0,04/20/21 32 2021 23:32:58. 250,train
DGS,KM-tol-0.0001-maxIter-10,2,0,198888667681803,355933760003505,0,04/20/21 32 2021 23:32:59. 264,train
DGS,KM-tol-0.0001-maxIter-10,2,0,198888665778351,355933738993226,1,04/20/21 32 2021 23:32:57. 222,train
DGS,KM-tol-0.0001-maxIter-10,2,0,198888666469177,355933757554039,1,04/20/21 32 2021 23:32:58. 250,train
DGS,KM-tol-0.0001-maxIter-10,2,0,198888667681803,355933760003505,1,04/20/21 32 2021 23:32:59. 264,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1995265344752,82086134722,1,04/20/21 32 2021 23:32:57. 384,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1995268352585,82086293495,1,04/20/21 32 2021 23:32:58. 408,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1995269968062,82086486585,1,04/20/21 32 2021 23:32:59. 422,train
DGS,KM-tol-0.0001-maxIter-10,2,0,198888665778351,355933738993226,2,04/20/21 32 2021 23:32:57. 222,train
DGS,KM-tol-0.0001-maxIter-10,2,0,198888666469177,355933757554039,2,04/20/21 32 2021 23:32:58. 250,train
DGS,KM-tol-0.0001-maxIter-10,2,0,198888667681803,355933760003505,2,04/20/21 32 2021 23:32:59. 264,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1995265344752,82086134722,2,04/20/21 32 2021 23:32:57. 384,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1995268352585,82086293495,2,04/20/21 32 2021 23:32:58. 408,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1995269968062,82086486585,2,04/20/21 32 2021 23:32:59. 422,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1991614032401,85688035855,2,04/20/21 32 2021 23:32:57. 162,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1991621074404,85688139235,2,04/20/21 32 2021 23:32:58. 174,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1991621656229,85688323605,2,04/20/21 32 2021 23:32:59. 194,train
DGS,KM-tol-0.0001-maxIter-10,2,0,198888665778351,355933738993226,3,04/20/21 32 2021 23:32:57. 222,train
DGS,KM-tol-0.0001-maxIter-10,2,0,198888666469177,355933757554039,3,04/20/21 32 2021 23:32:58. 250,train
DGS,KM-tol-0.0001-maxIter-10,2,0,198888667681803,355933760003505,3,04/20/21 32 2021 23:32:59. 264,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1995265344752,82086134722,3,04/20/21 32 2021 23:32:57. 384,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1995268352585,82086293495,3,04/20/21 32 2021 23:32:58. 408,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1995269968062,82086486585,3,04/20/21 32 2021 23:32:59. 422,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1991614032401,85688035855,3,04/20/21 32 2021 23:32:57. 162,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1991621074404,85688139235,3,04/20/21 32 2021 23:32:58. 174,train
DGS,KM-tol-0.0001-maxIter-10,2,0,1991621656229,85688323605,3,04/20/21 32 2021 23:32:59. 194,train
DGS,KM-tol-0.0001-maxIter-10,2,0,2070456987605,94575355294,3,04/20/21 32 2021 23:32:57. 585,train
DGS,KM-tol-0.0001-maxIter-10,2,0,2070457611385,94575577031,3,04/20/21 32 2021 23:32:58. 605,train
DGS,KM-tol-0.0001-maxIter-10,2,0,2070461167694,94575756259,3,04/20/21 32 2021 23:32:59. 620,train
DGS,KM-tol-0.0001-maxIter-10,2,1,198888761611597,355934068746446,0,04/20/21 33 2021 23:33:19. 668,train
DGS,KM-tol-0.0001-maxIter-10,2,1,198888762857490,355934071211288,0,04/20/21 33 2021 23:33:20. 684,train
DGS,KM-tol-0.0001-maxIter-10,2,1,198888772417877,355934096521719,0,04/20/21 33 2021 23:33:21. 726,train
DGS,KM-tol-0.0001-maxIter-10,2,1,198888761611597,355934068746446,1,04/20/21 33 2021 23:33:19. 668,train
DGS,KM-tol-0.0001-maxIter-10,2,1,198888762857490,355934071211288,1,04/20/21 33 2021 23:33:20. 684,train
DGS,KM-tol-0.0001-maxIter-10,2,1,198888772417877,355934096521719,1,04/20/21 33 2021 23:33:21. 726,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1995337925950,82087405355,1,04/20/21 33 2021 23:33:19. 865,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1995338592437,82087676080,1,04/20/21 33 2021 23:33:20. 880,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1995346480086,82088069566,1,04/20/21 33 2021 23:33:21. 902,train
DGS,KM-tol-0.0001-maxIter-10,2,1,198888761611597,355934068746446,2,04/20/21 33 2021 23:33:19. 668,train
DGS,KM-tol-0.0001-maxIter-10,2,1,198888762857490,355934071211288,2,04/20/21 33 2021 23:33:20. 684,train
DGS,KM-tol-0.0001-maxIter-10,2,1,198888772417877,355934096521719,2,04/20/21 33 2021 23:33:21. 726,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1995337925950,82087405355,2,04/20/21 33 2021 23:33:19. 865,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1995338592437,82087676080,2,04/20/21 33 2021 23:33:20. 880,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1995346480086,82088069566,2,04/20/21 33 2021 23:33:21. 902,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1991704978652,85689451046,2,04/20/21 33 2021 23:33:19. 624,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1991705652180,85689719802,2,04/20/21 33 2021 23:33:20. 644,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1991712848381,85690094918,2,04/20/21 33 2021 23:33:21. 658,train
DGS,KM-tol-0.0001-maxIter-10,2,1,198888761611597,355934068746446,3,04/20/21 33 2021 23:33:19. 668,train
DGS,KM-tol-0.0001-maxIter-10,2,1,198888762857490,355934071211288,3,04/20/21 33 2021 23:33:20. 684,train
DGS,KM-tol-0.0001-maxIter-10,2,1,198888772417877,355934096521719,3,04/20/21 33 2021 23:33:21. 726,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1995337925950,82087405355,3,04/20/21 33 2021 23:33:19. 865,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1995338592437,82087676080,3,04/20/21 33 2021 23:33:20. 880,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1995346480086,82088069566,3,04/20/21 33 2021 23:33:21. 902,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1991704978652,85689451046,3,04/20/21 33 2021 23:33:19. 624,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1991705652180,85689719802,3,04/20/21 33 2021 23:33:20. 644,train
DGS,KM-tol-0.0001-maxIter-10,2,1,1991712848381,85690094918,3,04/20/21 33 2021 23:33:21. 658,train
DGS,KM-tol-0.0001-maxIter-10,2,1,2070524982718,94576777140,3,04/20/21 33 2021 23:33:19. 240,train
DGS,KM-tol-0.0001-maxIter-10,2,1,2070525593613,94576939270,3,04/20/21 33 2021 23:33:20. 280,train
DGS,KM-tol-0.0001-maxIter-10,2,1,2070527194286,94577042864,3,04/20/21 33 2021 23:33:21. 295,train
DGS,KM-tol-0.0001-maxIter-10,2,2,198888859757956,355934365716187,0,04/20/21 33 2021 23:33:40. 048,train
DGS,KM-tol-0.0001-maxIter-10,2,2,198888861537969,355934387879720,0,04/20/21 33 2021 23:33:41. 091,train
DGS,KM-tol-0.0001-maxIter-10,2,2,198888862852804,355934390333338,0,04/20/21 33 2021 23:33:42. 125,train
DGS,KM-tol-0.0001-maxIter-10,2,2,198888859757956,355934365716187,1,04/20/21 33 2021 23:33:40. 048,train
DGS,KM-tol-0.0001-maxIter-10,2,2,198888861537969,355934387879720,1,04/20/21 33 2021 23:33:41. 091,train
DGS,KM-tol-0.0001-maxIter-10,2,2,198888862852804,355934390333338,1,04/20/21 33 2021 23:33:42. 125,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1995410920212,82088647056,1,04/20/21 33 2021 23:33:40. 306,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1995415190213,82088747436,1,04/20/21 33 2021 23:33:41. 334,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1995415763606,82088964108,1,04/20/21 33 2021 23:33:42. 353,train
DGS,KM-tol-0.0001-maxIter-10,2,2,198888859757956,355934365716187,2,04/20/21 33 2021 23:33:40. 048,train
DGS,KM-tol-0.0001-maxIter-10,2,2,198888861537969,355934387879720,2,04/20/21 33 2021 23:33:41. 091,train
DGS,KM-tol-0.0001-maxIter-10,2,2,198888862852804,355934390333338,2,04/20/21 33 2021 23:33:42. 125,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1995410920212,82088647056,2,04/20/21 33 2021 23:33:40. 306,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1995415190213,82088747436,2,04/20/21 33 2021 23:33:41. 334,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1995415763606,82088964108,2,04/20/21 33 2021 23:33:42. 353,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1991771978466,85690553186,2,04/20/21 33 2021 23:33:40. 067,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1991779003408,85690619300,2,04/20/21 33 2021 23:33:41. 091,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1991779587262,85690859688,2,04/20/21 33 2021 23:33:42. 120,train
DGS,KM-tol-0.0001-maxIter-10,2,2,198888859757956,355934365716187,3,04/20/21 33 2021 23:33:40. 048,train
DGS,KM-tol-0.0001-maxIter-10,2,2,198888861537969,355934387879720,3,04/20/21 33 2021 23:33:41. 091,train
DGS,KM-tol-0.0001-maxIter-10,2,2,198888862852804,355934390333338,3,04/20/21 33 2021 23:33:42. 125,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1995410920212,82088647056,3,04/20/21 33 2021 23:33:40. 306,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1995415190213,82088747436,3,04/20/21 33 2021 23:33:41. 334,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1995415763606,82088964108,3,04/20/21 33 2021 23:33:42. 353,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1991771978466,85690553186,3,04/20/21 33 2021 23:33:40. 067,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1991779003408,85690619300,3,04/20/21 33 2021 23:33:41. 091,train
DGS,KM-tol-0.0001-maxIter-10,2,2,1991779587262,85690859688,3,04/20/21 33 2021 23:33:42. 120,train
DGS,KM-tol-0.0001-maxIter-10,2,2,2070597985378,94577806302,3,04/20/21 33 2021 23:33:40. 907,train
DGS,KM-tol-0.0001-maxIter-10,2,2,2070598675352,94578090708,3,04/20/21 33 2021 23:33:41. 942,train
DGS,KM-tol-0.0001-maxIter-10,2,2,2070605429222,94578222053,3,04/20/21 33 2021 23:33:42. 974,train
DGS,KM-tol-0.0001-maxIter-10,3,0,198888999173253,355934746635676,0,04/20/21 34 2021 23:34:03. 657,train
DGS,KM-tol-0.0001-maxIter-10,3,0,198889001067609,355934749693012,0,04/20/21 34 2021 23:34:04. 704,train
DGS,KM-tol-0.0001-maxIter-10,3,0,198889006894501,355934772104315,0,04/20/21 34 2021 23:34:05. 729,train
DGS,KM-tol-0.0001-maxIter-10,3,0,198888999173253,355934746635676,1,04/20/21 34 2021 23:34:03. 657,train
DGS,KM-tol-0.0001-maxIter-10,3,0,198889001067609,355934749693012,1,04/20/21 34 2021 23:34:04. 704,train
DGS,KM-tol-0.0001-maxIter-10,3,0,198889006894501,355934772104315,1,04/20/21 34 2021 23:34:05. 729,train
DGS,KM-tol-0.0001-maxIter-10,3,0,1995481406236,82089778681,1,04/20/21 34 2021 23:34:03. 801,train
DGS,KM-tol-0.0001-maxIter-10,3,0,1995482116051,82090099875,1,04/20/21 34 2021 23:34:04. 814,train
DGS,KM-tol-0.0001-maxIter-10,3,0,1995488081707,82090242230,1,04/20/21 34 2021 23:34:05. 835,train
DGS,KM-tol-0.0001-maxIter-10,3,0,198888999173253,355934746635676,2,04/20/21 34 2021 23:34:03. 657,train
DGS,KM-tol-0.0001-maxIter-10,3,0,198889001067609,355934749693012,2,04/20/21 34 2021 23:34:04. 704,train
DGS,KM-tol-0.0001-maxIter-10,3,0,198889006894501,355934772104315,2,04/20/21 34 2021 23:34:05. 729,train
DGS,KM-tol-0.0001-maxIter-10,3,0,1995481406236,82089778681,2,04/20/21 34 2021 23:34:03. 801,train
DGS,KM-tol-0.0001-maxIter-10,3,0,1995482116051,82090099875,2,04/20/21 34 2021 23:34:04. 814,train
DGS,KM-tol-0.0001-maxIter-10,3,0,1995488081707,82090242230,2,04/20/21 34 2021 23:34:05. 835,train
DGS,KM-tol-0.0001-maxIter-10,3,0,1991839695156,85691772752,2,04/20/21 34 2021 23:34:03. 608,train
DGS,KM-tol-0.0001-maxIter-10,3,0,1991840234066,85691923493,2,04/20/21 34 2021 23:34:04. 628,train
DGS,KM-tol-0.0001-maxIter-10,3,0,1991845786941,85692051441,2,04/20/21 34 2021 23:34:05. 648,train
DGS,KM-tol-0.0001-maxIter-10,3,0,198888999173253,355934746635676,3,04/20/21 34 2021 23:34:03. 657,train
DGS,KM-tol-0.0001-maxIter-10,3,0,198889001067609,355934749693012,3,04/20/21 34 2021 23:34:04. 704,train
