dataset,algorithm,platformId,runId,MemTotal,MemFree,node,time,phase
DGS,MLP-tol-0.0001-maxIter-10,1,0,65451444,27477512,3,04/21/21 37 2021 01:37:39. 776,train
DGS,MLP-tol-0.0001-maxIter-10,1,0,65451444,27474148,3,04/21/21 37 2021 01:37:40. 801,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2393672,0,04/21/21 38 2021 01:38:05. 860,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2387824,0,04/21/21 38 2021 01:38:06. 872,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2383356,0,04/21/21 38 2021 01:38:07. 885,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2373464,0,04/21/21 38 2021 01:38:08. 901,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2393672,1,04/21/21 38 2021 01:38:05. 860,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2387824,1,04/21/21 38 2021 01:38:06. 872,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2383356,1,04/21/21 38 2021 01:38:07. 885,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2373464,1,04/21/21 38 2021 01:38:08. 901,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451520,37400200,1,04/21/21 38 2021 01:38:05. 860,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451520,37400660,1,04/21/21 38 2021 01:38:06. 885,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451520,37400196,1,04/21/21 38 2021 01:38:07. 910,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451520,37400572,1,04/21/21 38 2021 01:38:08. 935,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2393672,2,04/21/21 38 2021 01:38:05. 860,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2387824,2,04/21/21 38 2021 01:38:06. 872,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2383356,2,04/21/21 38 2021 01:38:07. 885,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2373464,2,04/21/21 38 2021 01:38:08. 901,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451520,37400200,2,04/21/21 38 2021 01:38:05. 860,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451520,37400660,2,04/21/21 38 2021 01:38:06. 885,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451520,37400196,2,04/21/21 38 2021 01:38:07. 910,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451520,37400572,2,04/21/21 38 2021 01:38:08. 935,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451488,37418144,2,04/21/21 38 2021 01:38:05. 285,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451488,37417564,2,04/21/21 38 2021 01:38:06. 312,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451488,37417656,2,04/21/21 38 2021 01:38:07. 338,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451488,37417780,2,04/21/21 38 2021 01:38:08. 365,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2393672,3,04/21/21 38 2021 01:38:05. 860,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2387824,3,04/21/21 38 2021 01:38:06. 872,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2383356,3,04/21/21 38 2021 01:38:07. 885,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451544,2373464,3,04/21/21 38 2021 01:38:08. 901,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451520,37400200,3,04/21/21 38 2021 01:38:05. 860,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451520,37400660,3,04/21/21 38 2021 01:38:06. 885,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451520,37400196,3,04/21/21 38 2021 01:38:07. 910,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451520,37400572,3,04/21/21 38 2021 01:38:08. 935,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451488,37418144,3,04/21/21 38 2021 01:38:05. 285,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451488,37417564,3,04/21/21 38 2021 01:38:06. 312,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451488,37417656,3,04/21/21 38 2021 01:38:07. 338,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451488,37417780,3,04/21/21 38 2021 01:38:08. 365,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451444,27406028,3,04/21/21 38 2021 01:38:05. 442,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451444,27387540,3,04/21/21 38 2021 01:38:06. 457,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451444,27385996,3,04/21/21 38 2021 01:38:07. 469,train
DGS,MLP-tol-0.0001-maxIter-10,1,1,65451444,27383476,3,04/21/21 38 2021 01:38:08. 487,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2863584,0,04/21/21 38 2021 01:38:32. 273,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2371412,0,04/21/21 38 2021 01:38:33. 292,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2188588,0,04/21/21 38 2021 01:38:34. 304,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2184124,0,04/21/21 38 2021 01:38:35. 318,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2863584,1,04/21/21 38 2021 01:38:32. 273,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2371412,1,04/21/21 38 2021 01:38:33. 292,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2188588,1,04/21/21 38 2021 01:38:34. 304,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2184124,1,04/21/21 38 2021 01:38:35. 318,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451520,37399944,1,04/21/21 38 2021 01:38:32. 515,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451520,37400312,1,04/21/21 38 2021 01:38:33. 540,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451520,37400352,1,04/21/21 38 2021 01:38:34. 565,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451520,37400524,1,04/21/21 38 2021 01:38:35. 590,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2863584,2,04/21/21 38 2021 01:38:32. 273,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2371412,2,04/21/21 38 2021 01:38:33. 292,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2188588,2,04/21/21 38 2021 01:38:34. 304,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2184124,2,04/21/21 38 2021 01:38:35. 318,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451520,37399944,2,04/21/21 38 2021 01:38:32. 515,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451520,37400312,2,04/21/21 38 2021 01:38:33. 540,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451520,37400352,2,04/21/21 38 2021 01:38:34. 565,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451520,37400524,2,04/21/21 38 2021 01:38:35. 590,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451488,37418812,2,04/21/21 38 2021 01:38:33. 001,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451488,37417892,2,04/21/21 38 2021 01:38:34. 027,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451488,37417464,2,04/21/21 38 2021 01:38:35. 054,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2863584,3,04/21/21 38 2021 01:38:32. 273,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2371412,3,04/21/21 38 2021 01:38:33. 292,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2188588,3,04/21/21 38 2021 01:38:34. 304,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451544,2184124,3,04/21/21 38 2021 01:38:35. 318,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451520,37399944,3,04/21/21 38 2021 01:38:32. 515,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451520,37400312,3,04/21/21 38 2021 01:38:33. 540,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451520,37400352,3,04/21/21 38 2021 01:38:34. 565,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451520,37400524,3,04/21/21 38 2021 01:38:35. 590,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451488,37418812,3,04/21/21 38 2021 01:38:33. 001,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451488,37417892,3,04/21/21 38 2021 01:38:34. 027,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451488,37417464,3,04/21/21 38 2021 01:38:35. 054,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451444,27742152,3,04/21/21 38 2021 01:38:32. 100,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451444,27100436,3,04/21/21 38 2021 01:38:33. 118,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451444,27089428,3,04/21/21 38 2021 01:38:34. 132,train
DGS,MLP-tol-0.0001-maxIter-10,1,2,65451444,27087576,3,04/21/21 38 2021 01:38:35. 144,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451544,2651004,0,04/21/21 39 2021 01:39:00. 784,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451544,2581396,0,04/21/21 39 2021 01:39:01. 800,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451544,2543584,0,04/21/21 39 2021 01:39:02. 823,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451544,2651004,1,04/21/21 39 2021 01:39:00. 784,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451544,2581396,1,04/21/21 39 2021 01:39:01. 800,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451544,2543584,1,04/21/21 39 2021 01:39:02. 823,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451520,36416444,1,04/21/21 39 2021 01:39:00. 133,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451520,36402656,1,04/21/21 39 2021 01:39:01. 146,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451520,36399412,1,04/21/21 39 2021 01:39:02. 163,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451544,2651004,2,04/21/21 39 2021 01:39:00. 784,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451544,2581396,2,04/21/21 39 2021 01:39:01. 800,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451544,2543584,2,04/21/21 39 2021 01:39:02. 823,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451520,36416444,2,04/21/21 39 2021 01:39:00. 133,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451520,36402656,2,04/21/21 39 2021 01:39:01. 146,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451520,36399412,2,04/21/21 39 2021 01:39:02. 163,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451488,36450040,2,04/21/21 39 2021 01:39:00. 636,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451488,36436904,2,04/21/21 39 2021 01:39:01. 659,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451488,36434884,2,04/21/21 39 2021 01:39:02. 677,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451544,2651004,3,04/21/21 39 2021 01:39:00. 784,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451544,2581396,3,04/21/21 39 2021 01:39:01. 800,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451544,2543584,3,04/21/21 39 2021 01:39:02. 823,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451520,36416444,3,04/21/21 39 2021 01:39:00. 133,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451520,36402656,3,04/21/21 39 2021 01:39:01. 146,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451520,36399412,3,04/21/21 39 2021 01:39:02. 163,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451488,36450040,3,04/21/21 39 2021 01:39:00. 636,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451488,36436904,3,04/21/21 39 2021 01:39:01. 659,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451488,36434884,3,04/21/21 39 2021 01:39:02. 677,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451444,27558728,3,04/21/21 39 2021 01:39:00. 847,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451444,27445056,3,04/21/21 39 2021 01:39:01. 860,train
DGS,MLP-tol-0.0001-maxIter-10,2,0,65451444,27441580,3,04/21/21 39 2021 01:39:02. 876,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2920708,0,04/21/21 39 2021 01:39:25. 252,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2702244,0,04/21/21 39 2021 01:39:26. 268,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2619656,0,04/21/21 39 2021 01:39:27. 284,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2581392,0,04/21/21 39 2021 01:39:28. 300,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2920708,1,04/21/21 39 2021 01:39:25. 252,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2702244,1,04/21/21 39 2021 01:39:26. 268,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2619656,1,04/21/21 39 2021 01:39:27. 284,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2581392,1,04/21/21 39 2021 01:39:28. 300,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451520,36579708,1,04/21/21 39 2021 01:39:25. 646,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451520,36378156,1,04/21/21 39 2021 01:39:26. 659,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451520,36374344,1,04/21/21 39 2021 01:39:27. 680,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451520,36370716,1,04/21/21 39 2021 01:39:28. 693,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2920708,2,04/21/21 39 2021 01:39:25. 252,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2702244,2,04/21/21 39 2021 01:39:26. 268,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2619656,2,04/21/21 39 2021 01:39:27. 284,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2581392,2,04/21/21 39 2021 01:39:28. 300,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451520,36579708,2,04/21/21 39 2021 01:39:25. 646,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451520,36378156,2,04/21/21 39 2021 01:39:26. 659,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451520,36374344,2,04/21/21 39 2021 01:39:27. 680,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451520,36370716,2,04/21/21 39 2021 01:39:28. 693,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451488,36522556,2,04/21/21 39 2021 01:39:25. 139,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451488,36398136,2,04/21/21 39 2021 01:39:26. 158,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451488,36379992,2,04/21/21 39 2021 01:39:27. 172,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451488,36377104,2,04/21/21 39 2021 01:39:28. 185,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2920708,3,04/21/21 39 2021 01:39:25. 252,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2702244,3,04/21/21 39 2021 01:39:26. 268,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2619656,3,04/21/21 39 2021 01:39:27. 284,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451544,2581392,3,04/21/21 39 2021 01:39:28. 300,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451520,36579708,3,04/21/21 39 2021 01:39:25. 646,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451520,36378156,3,04/21/21 39 2021 01:39:26. 659,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451520,36374344,3,04/21/21 39 2021 01:39:27. 680,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451520,36370716,3,04/21/21 39 2021 01:39:28. 693,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451488,36522556,3,04/21/21 39 2021 01:39:25. 139,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451488,36398136,3,04/21/21 39 2021 01:39:26. 158,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451488,36379992,3,04/21/21 39 2021 01:39:27. 172,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451488,36377104,3,04/21/21 39 2021 01:39:28. 185,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451444,27775340,3,04/21/21 39 2021 01:39:25. 614,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451444,27501184,3,04/21/21 39 2021 01:39:26. 626,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451444,27429032,3,04/21/21 39 2021 01:39:27. 639,train
DGS,MLP-tol-0.0001-maxIter-10,2,1,65451444,27425700,3,04/21/21 39 2021 01:39:28. 651,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451544,2697836,0,04/21/21 39 2021 01:39:51. 733,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451544,2427328,0,04/21/21 39 2021 01:39:52. 747,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451544,2331632,0,04/21/21 39 2021 01:39:53. 763,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451544,2697836,1,04/21/21 39 2021 01:39:51. 733,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451544,2427328,1,04/21/21 39 2021 01:39:52. 747,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451544,2331632,1,04/21/21 39 2021 01:39:53. 763,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451520,36526944,1,04/21/21 39 2021 01:39:51. 133,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451520,36460744,1,04/21/21 39 2021 01:39:52. 149,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451520,36450964,1,04/21/21 39 2021 01:39:53. 161,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451544,2697836,2,04/21/21 39 2021 01:39:51. 733,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451544,2427328,2,04/21/21 39 2021 01:39:52. 747,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451544,2331632,2,04/21/21 39 2021 01:39:53. 763,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451520,36526944,2,04/21/21 39 2021 01:39:51. 133,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451520,36460744,2,04/21/21 39 2021 01:39:52. 149,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451520,36450964,2,04/21/21 39 2021 01:39:53. 161,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451488,36384368,2,04/21/21 39 2021 01:39:51. 657,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451488,36368632,2,04/21/21 39 2021 01:39:52. 671,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451488,36365896,2,04/21/21 39 2021 01:39:53. 683,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451544,2697836,3,04/21/21 39 2021 01:39:51. 733,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451544,2427328,3,04/21/21 39 2021 01:39:52. 747,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451544,2331632,3,04/21/21 39 2021 01:39:53. 763,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451520,36526944,3,04/21/21 39 2021 01:39:51. 133,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451520,36460744,3,04/21/21 39 2021 01:39:52. 149,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451520,36450964,3,04/21/21 39 2021 01:39:53. 161,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451488,36384368,3,04/21/21 39 2021 01:39:51. 657,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451488,36368632,3,04/21/21 39 2021 01:39:52. 671,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451488,36365896,3,04/21/21 39 2021 01:39:53. 683,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451444,27778956,3,04/21/21 39 2021 01:39:51. 283,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451444,27666264,3,04/21/21 39 2021 01:39:52. 304,train
DGS,MLP-tol-0.0001-maxIter-10,2,2,65451444,27573016,3,04/21/21 39 2021 01:39:53. 316,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451544,1702848,0,04/21/21 40 2021 01:40:19. 464,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451544,1401204,0,04/21/21 40 2021 01:40:20. 478,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451544,1303336,0,04/21/21 40 2021 01:40:21. 497,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451544,1702848,1,04/21/21 40 2021 01:40:19. 464,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451544,1401204,1,04/21/21 40 2021 01:40:20. 478,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451544,1303336,1,04/21/21 40 2021 01:40:21. 497,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451520,36651364,1,04/21/21 40 2021 01:40:19. 739,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451520,36648572,1,04/21/21 40 2021 01:40:20. 764,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451520,36645752,1,04/21/21 40 2021 01:40:21. 790,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451544,1702848,2,04/21/21 40 2021 01:40:19. 464,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451544,1401204,2,04/21/21 40 2021 01:40:20. 478,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451544,1303336,2,04/21/21 40 2021 01:40:21. 497,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451520,36651364,2,04/21/21 40 2021 01:40:19. 739,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451520,36648572,2,04/21/21 40 2021 01:40:20. 764,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451520,36645752,2,04/21/21 40 2021 01:40:21. 790,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451488,36393292,2,04/21/21 40 2021 01:40:19. 243,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451488,36376492,2,04/21/21 40 2021 01:40:20. 267,train
DGS,MLP-tol-0.0001-maxIter-10,3,0,65451488,36372588,2,04/21/21 40 2021 01:40:21. 288,train
